,date,open,high,low,close,Volume,EMA1,EMA2
46,2024-07-03 13:55:00+05:30,1490.0,1491.7,1490.0,1491.7,1330,1490.9608674464248,1491.894558998762
47,2024-07-03 14:00:00+05:30,1491.1,1492.5,1490.4,1491.35,1041,1491.03869395714,1491.8450536352382
48,2024-07-03 14:05:00+05:30,1490.4,1491.45,1489.05,1490.0,2842,1490.8309551657119,1491.6773214865802
49,2024-07-03 14:10:00+05:30,1490.35,1490.5,1490.0,1490.0,972,1490.6647641325696,1491.5248377150729
50,2024-07-03 14:15:00+05:30,1490.0,1490.8,1489.7,1490.0,629,1490.5318113060557,1491.3862161046118
51,2024-07-03 14:20:00+05:30,1490.0,1492.5,1490.0,1492.5,5026,1490.9254490448445,1491.4874691860107
52,2024-07-03 14:25:00+05:30,1492.5,1492.5,1491.85,1492.5,5160,1491.2403592358758,1491.5795174418279
53,2024-07-03 14:30:00+05:30,1492.8,1493.0,1491.75,1491.75,1179,1491.3422873887007,1491.5950158562073
54,2024-07-03 14:35:00+05:30,1492.0,1492.95,1491.95,1492.1,1516,1491.4938299109606,1491.640923505643
55,2024-07-03 14:40:00+05:30,1492.15,1493.0,1492.1,1492.85,1406,1491.7650639287685,1491.7508395505845
56,2024-07-03 14:45:00+05:30,1492.85,1492.85,1492.0,1492.0,830,1491.812051143015,1491.7734905005314
57,2024-07-03 14:50:00+05:30,1492.25,1493.4,1492.15,1493.25,1370,1492.099640914412,1491.9077186368465
58,2024-07-03 14:55:00+05:30,1493.25,1494.0,1492.5,1494.0,2879,1492.4797127315296,1492.0979260334968
59,2024-07-03 15:00:00+05:30,1493.85,1493.9,1492.85,1493.7,1715,1492.7237701852237,1492.2435691213607
60,2024-07-03 15:05:00+05:30,1493.15,1493.7,1491.55,1493.4,7825,1492.859016148179,1492.348699201237
61,2024-07-03 15:10:00+05:30,1493.4,1493.6,1492.5,1492.55,2175,1492.7972129185432,1492.366999273852
62,2024-07-03 15:15:00+05:30,1492.65,1493.55,1492.0,1492.1,5261,1492.6577703348346,1492.3427266125927
63,2024-07-03 15:20:00+05:30,1492.1,1492.4,1490.45,1491.15,4297,1492.3562162678677,1492.2342969205388
64,2024-07-03 15:25:00+05:30,1491.5,1494.0,1491.5,1493.0,5513,1492.4849730142942,1492.3039062913988
65,2024-07-04 09:15:00+05:30,1496.05,1498.2,1488.1,1489.0,22026,1491.7879784114352,1492.0035511739989
66,2024-07-04 09:20:00+05:30,1489.9,1489.9,1485.5,1488.75,6275,1491.1803827291483,1491.7077737945442
67,2024-07-04 09:25:00+05:30,1488.9,1491.75,1488.1,1490.55,3642,1491.0543061833187,1491.6025216314038
68,2024-07-04 09:30:00+05:30,1490.75,1492.25,1488.45,1489.45,3941,1490.733444946655,1491.4068378467307
69,2024-07-04 09:35:00+05:30,1489.0,1490.5,1488.1,1489.95,2464,1490.5767559573242,1491.2743980424825
70,2024-07-04 09:40:00+05:30,1489.95,1493.95,1489.95,1493.25,3290,1491.1114047658596,1491.4539982204385
71,2024-07-04 09:45:00+05:30,1493.6,1495.85,1493.05,1493.85,5063,1491.6591238126878,1491.671816564035
72,2024-07-04 09:50:00+05:30,1494.85,1495.85,1492.65,1494.3,3323,1492.1872990501502,1491.9107423309408
73,2024-07-04 09:55:00+05:30,1494.3,1498.0,1494.3,1497.0,2246,1493.1498392401202,1492.3734021190369
74,2024-07-04 10:00:00+05:30,1497.0,1498.0,1496.45,1497.05,1924,1493.9298713920962,1492.7985473809424
75,2024-07-04 10:05:00+05:30,1497.95,1499.0,1497.05,1499.0,3293,1494.943897113677,1493.3623158008568
76,2024-07-04 10:10:00+05:30,1499.0,1499.45,1494.7,1495.95,3512,1495.1451176909416,1493.5975598189607
77,2024-07-04 10:15:00+05:30,1495.2,1497.0,1494.95,1495.0,1924,1495.1160941527532,1493.7250543808734
78,2024-07-04 10:20:00+05:30,1494.6,1499.15,1493.1,1496.6,10870,1495.4128753222026,1493.9864130735211
79,2024-07-04 10:25:00+05:30,1496.6,1497.3,1493.0,1493.95,2916,1495.120300257762,1493.98310279411
80,2024-07-04 10:30:00+05:30,1493.3,1494.45,1492.9,1493.5,1345,1494.7962402062096,1493.9391843582816
81,2024-07-04 10:35:00+05:30,1493.0,1493.05,1490.5,1490.55,2407,1493.946992164968,1493.6310766893469
82,2024-07-04 10:40:00+05:30,1491.4,1491.4,1490.0,1490.95,2039,1493.3475937319745,1493.3873424448607
83,2024-07-04 10:45:00+05:30,1490.15,1490.6,1487.5,1489.25,3808,1492.5280749855797,1493.011220404419
84,2024-07-04 10:50:00+05:30,1489.25,1491.45,1488.7,1490.35,2797,1492.0924599884638,1492.7692912767445
85,2024-07-04 10:55:00+05:30,1490.35,1493.45,1490.2,1492.0,690,1492.0739679907713,1492.6993557061314
86,2024-07-04 11:00:00+05:30,1492.0,1492.95,1492.0,1492.95,204,1492.249174392617,1492.7221415510285
87,2024-07-04 11:05:00+05:30,1492.95,1493.6,1491.95,1493.6,547,1492.5193395140936,1492.8019468645712
88,2024-07-04 11:10:00+05:30,1493.05,1493.05,1491.0,1491.85,535,1492.385471611275,1492.7154062405193
89,2024-07-04 11:15:00+05:30,1491.85,1492.6,1491.25,1491.65,223,1492.2383772890203,1492.618551127745
90,2024-07-04 11:20:00+05:30,1491.65,1493.9,1491.65,1492.95,1773,1492.3807018312164,1492.6486828434045
91,2024-07-04 11:25:00+05:30,1493.0,1496.5,1493.0,1496.3,3376,1493.164561464973,1492.9806207667314
92,2024-07-04 11:30:00+05:30,1495.45,1497.0,1494.25,1494.5,932,1493.4316491719785,1493.1187461515738
93,2024-07-04 11:35:00+05:30,1494.5,1494.85,1493.35,1493.95,704,1493.535319337583,1493.1943146832489
94,2024-07-04 11:40:00+05:30,1494.4,1494.4,1489.1,1490.05,2968,1492.8382554700663,1492.9084678938625
95,2024-07-04 11:45:00+05:30,1491.0,1494.7,1490.45,1494.1,1769,1493.090604376053,1493.0167889944203
96,2024-07-04 11:50:00+05:30,1494.4,1494.8,1493.3,1493.6,1397,1493.1924835008426,1493.0698081767457
97,2024-07-04 11:55:00+05:30,1494.75,1495.0,1493.75,1495.0,1005,1493.5539868006742,1493.245280160678
98,2024-07-04 12:00:00+05:30,1494.35,1496.1,1493.5,1496.05,1967,1494.0531894405394,1493.5002546915255
99,2024-07-04 12:05:00+05:30,1496.0,1498.6,1495.0,1496.55,3800,1494.5525515524316,1493.777504265023
100,2024-07-04 12:10:00+05:30,1496.65,1497.8,1495.45,1496.85,1434,1495.0120412419456,1494.0568220591117
101,2024-07-04 12:15:00+05:30,1495.9,1498.6,1495.9,1497.8,1326,1495.5696329935565,1494.397110962829
102,2024-07-04 12:20:00+05:30,1497.8,1498.6,1497.1,1497.1,1521,1495.8757063948453,1494.6428281480262
103,2024-07-04 12:25:00+05:30,1497.05,1498.0,1495.95,1497.05,2035,1496.1105651158764,1494.8616619527509
104,2024-07-04 12:30:00+05:30,1497.65,1497.75,1496.25,1497.5,486,1496.388452092701,1495.1015108661372
105,2024-07-04 12:35:00+05:30,1496.8,1497.1,1494.6,1495.35,838,1496.1807616741607,1495.1241007873975
106,2024-07-04 12:40:00+05:30,1494.6,1496.15,1494.4,1495.65,1123,1496.0746093393288,1495.1719098067251
107,2024-07-04 12:45:00+05:30,1495.9,1496.0,1494.7,1495.45,802,1495.9496874714632,1495.1971907333864
108,2024-07-04 12:50:00+05:30,1495.1,1495.85,1493.25,1495.0,755,1495.7597499771707,1495.1792643030785
109,2024-07-04 12:55:00+05:30,1495.0,1495.9,1494.0,1495.8,778,1495.7677999817367,1495.2356948209804
110,2024-07-04 13:00:00+05:30,1494.95,1495.4,1492.0,1492.0,1434,1495.0142399853896,1494.9415407463457
111,2024-07-04 13:05:00+05:30,1492.55,1494.7,1492.0,1494.05,1207,1494.8213919883117,1494.860491587587
112,2024-07-04 13:10:00+05:30,1493.2,1493.6,1492.1,1493.6,1523,1494.5771135906493,1494.7459014432607
113,2024-07-04 13:15:00+05:30,1493.65,1494.85,1493.65,1494.85,190,1494.6316908725196,1494.755364948419
114,2024-07-04 13:20:00+05:30,1494.85,1498.0,1494.15,1498.0,3830,1495.3053526980157,1495.0503317712898
115,2024-07-04 13:25:00+05:30,1498.0,1498.6,1496.6,1497.6,1352,1495.7642821584125,1495.2821197920816
116,2024-07-04 13:30:00+05:30,1497.65,1505.0,1497.0,1504.0,15143,1497.41142572673,1496.0746543564378
117,2024-07-04 13:35:00+05:30,1504.0,1506.0,1503.4,1505.95,9075,1499.119140581384,1496.972413051307
118,2024-07-04 13:40:00+05:30,1505.95,1505.95,1501.25,1502.25,3435,1499.7453124651074,1497.4521936830063
119,2024-07-04 13:45:00+05:30,1502.25,1503.0,1500.35,1500.6,1902,1499.916249972086,1497.7383578936422
120,2024-07-04 13:50:00+05:30,1500.75,1501.95,1500.0,1500.05,2131,1499.942999977669,1497.9485071760382
121,2024-07-04 13:55:00+05:30,1500.75,1502.05,1500.65,1500.85,1115,1500.1243999821352,1498.2122792509438
122,2024-07-04 14:00:00+05:30,1501.7,1501.75,1500.0,1501.15,5833,1500.3295199857082,1498.4793447735851
123,2024-07-04 14:05:00+05:30,1501.7,1502.05,1500.65,1500.7,1041,1500.4036159885668,1498.681222521441
124,2024-07-04 14:10:00+05:30,1500.7,1502.8,1500.7,1501.95,1257,1500.7128927908536,1498.9783841104008
125,2024-07-04 14:15:00+05:30,1501.95,1504.7,1501.0,1502.2,1971,1501.010314232683,1499.2712582821825
126,2024-07-04 14:20:00+05:30,1502.95,1503.1,1501.6,1501.65,1578,1501.1382513861463,1499.4875075292568
127,2024-07-04 14:25:00+05:30,1502.0,1502.9,1501.25,1502.0,1018,1501.3106011089171,1499.715915935688
128,2024-07-04 14:30:00+05:30,1501.2,1502.05,1501.05,1501.5,1310,1501.3484808871337,1499.87810539608
129,2024-07-04 14:35:00+05:30,1501.5,1501.5,1500.65,1500.75,1199,1501.228784709707,1499.957368541891
130,2024-07-04 14:40:00+05:30,1501.5,1505.0,1500.8,1504.0,10289,1501.7830277677656,1500.3248804926282
131,2024-07-04 14:45:00+05:30,1504.35,1504.65,1501.55,1502.3,2768,1501.8864222142126,1500.50443681148
132,2024-07-04 14:50:00+05:30,1502.3,1510.6,1502.0,1507.05,37434,1502.9191377713703,1501.0994880104363
133,2024-07-04 14:55:00+05:30,1507.1,1508.95,1505.55,1505.9,7272,1503.5153102170964,1501.5358981913057
134,2024-07-04 15:00:00+05:30,1505.9,1507.5,1505.55,1506.95,5531,1504.2022481736772,1502.0280892648234
135,2024-07-04 15:05:00+05:30,1507.0,1508.0,1506.15,1506.55,4520,1504.6717985389416,1502.4391720589304
136,2024-07-04 15:10:00+05:30,1507.0,1508.0,1505.65,1507.95,7225,1505.3274388311534,1502.9401564172092
137,2024-07-04 15:15:00+05:30,1507.7,1510.55,1506.6,1509.8,20766,1506.2219510649227,1503.5637785610993
138,2024-07-04 15:20:00+05:30,1509.45,1510.6,1508.1,1510.0,21630,1506.9775608519383,1504.1488896009994
139,2024-07-04 15:25:00+05:30,1510.0,1513.0,1510.0,1513.0,31560,1508.182048681551,1504.9535360009083
140,2024-07-05 09:15:00+05:30,1513.1,1514.25,1508.0,1510.05,18285,1508.5556389452408,1505.4168509099165
141,2024-07-05 09:20:00+05:30,1510.75,1516.0,1509.85,1515.3,14406,1509.9045111561927,1506.315319009015
142,2024-07-05 09:25:00+05:30,1515.7,1516.1,1512.4,1514.4,10318,1510.8036089249542,1507.0502900081954
143,2024-07-05 09:30:00+05:30,1514.0,1514.75,1506.55,1507.5,7295,1510.1428871399635,1507.091172734723
144,2024-07-05 09:35:00+05:30,1508.1,1509.0,1505.0,1506.9,8073,1509.494309711971,1507.0737933952025
145,2024-07-05 09:40:00+05:30,1507.9,1508.9,1506.9,1508.7,3010,1509.3354477695768,1507.221630359275
146,2024-07-05 09:45:00+05:30,1508.65,1508.9,1504.0,1504.65,7159,1508.3983582156616,1506.987845781159
147,2024-07-05 09:50:00+05:30,1504.15,1505.3,1501.05,1502.75,4967,1507.2686865725293,1506.6025870737808
148,2024-07-05 09:55:00+05:30,1502.0,1503.95,1501.05,1503.95,6300,1506.6049492580235,1506.3614427943462
149,2024-07-05 10:00:00+05:30,1503.9,1504.8,1501.55,1502.2,2849,1505.7239594064188,1505.9831298130418
150,2024-07-05 10:05:00+05:30,1502.9,1504.05,1502.0,1503.75,1411,1505.329167525135,1505.7801180118563
151,2024-07-05 10:10:00+05:30,1502.9,1508.0,1502.9,1506.8,1879,1505.623334020108,1505.8728345562329
152,2024-07-05 10:15:00+05:30,1506.55,1507.85,1504.0,1507.35,2211,1505.9686672160865,1506.007122323848
153,2024-07-05 10:20:00+05:30,1507.95,1509.75,1505.75,1507.9,4186,1506.3549337728691,1506.179202112589
154,2024-07-05 10:25:00+05:30,1507.9,1508.35,1505.8,1506.75,6000,1506.4339470182954,1506.2310928296265
155,2024-07-05 10:30:00+05:30,1506.75,1507.7,1505.6,1507.7,1845,1506.6871576146364,1506.364629845115
156,2024-07-05 10:35:00+05:30,1508.25,1508.5,1507.0,1507.15,838,1506.779726091709,1506.4360271319226
157,2024-07-05 10:40:00+05:30,1507.45,1507.5,1505.65,1506.35,871,1506.6937808733674,1506.428206483566
158,2024-07-05 10:45:00+05:30,1506.45,1506.45,1505.0,1505.7,689,1506.4950246986941,1506.362005894151
159,2024-07-05 10:50:00+05:30,1505.4,1508.45,1505.0,1508.05,1820,1506.8060197589552,1506.5154599037735
160,2024-07-05 10:55:00+05:30,1508.25,1512.45,1508.0,1510.7,5887,1507.5848158071644,1506.8958726397939
161,2024-07-05 11:00:00+05:30,1511.25,1511.3,1509.45,1510.9,1979,1508.2478526457317,1507.2598842179946
162,2024-07-05 11:05:00+05:30,1510.9,1512.5,1509.45,1509.5,2631,1508.4982821165854,1507.4635311072677
163,2024-07-05 11:10:00+05:30,1509.7,1511.0,1509.4,1509.7,2470,1508.7386256932684,1507.6668464611525
164,2024-07-05 11:15:00+05:30,1510.5,1510.95,1508.6,1509.3,2423,1508.8509005546148,1507.8153149646841
165,2024-07-05 11:20:00+05:30,1508.6,1509.3,1507.05,1508.6,2522,1508.800720443692,1507.8866499678948
166,2024-07-05 11:25:00+05:30,1508.65,1509.8,1507.2,1507.75,1465,1508.5905763549536,1507.8742272435406
167,2024-07-05 11:30:00+05:30,1508.1,1508.95,1507.6,1508.95,615,1508.6624610839629,1507.9720247668552
168,2024-07-05 11:35:00+05:30,1509.0,1509.9,1505.3,1505.55,1599,1508.0399688671705,1507.7518406971412
169,2024-07-05 11:40:00+05:30,1505.85,1507.0,1505.55,1506.95,647,1507.8219750937365,1507.67894608831
170,2024-07-05 11:45:00+05:30,1506.9,1506.9,1505.6,1505.6,883,1507.377580074989,1507.4899509893726
171,2024-07-05 11:50:00+05:30,1505.4,1506.7,1505.2,1505.85,2478,1507.0720640599914,1507.3408645357931
172,2024-07-05 11:55:00+05:30,1506.0,1506.65,1506.0,1506.0,278,1506.857651247993,1507.218967759812
173,2024-07-05 12:00:00+05:30,1506.5,1506.55,1506.0,1506.3,837,1506.7461209983944,1507.1354252361928
174,2024-07-05 12:05:00+05:30,1506.25,1506.35,1503.35,1503.45,3476,1506.0868967987155,1506.8003865783571
175,2024-07-05 12:10:00+05:30,1503.35,1504.55,1502.1,1503.5,2613,1505.5695174389725,1506.50035143487
176,2024-07-05 12:15:00+05:30,1503.5,1504.4,1503.1,1504.35,1548,1505.3256139511782,1506.3048649407908
177,2024-07-05 12:20:00+05:30,1503.5,1504.75,1503.5,1503.6,921,1504.9804911609426,1506.0589681279916
178,2024-07-05 12:25:00+05:30,1504.3,1504.3,1501.7,1503.0,5486,1504.5843929287544,1505.780880116356
179,2024-07-05 12:30:00+05:30,1503.0,1503.85,1502.5,1503.55,831,1504.3775143430037,1505.578072833051
180,2024-07-05 12:35:00+05:30,1502.5,1503.8,1501.65,1502.8,1786,1504.0620114744029,1505.3255207573193
181,2024-07-05 12:40:00+05:30,1502.85,1503.85,1502.7,1503.0,231,1503.8496091795223,1505.1141097793811
182,2024-07-05 12:45:00+05:30,1503.0,1503.6,1501.15,1502.05,4071,1503.489687343618,1504.8355543448918
183,2024-07-05 12:50:00+05:30,1502.05,1502.55,1501.5,1502.5,1230,1503.2917498748945,1504.6232312226286
184,2024-07-05 12:55:00+05:30,1502.55,1504.8,1502.0,1504.8,291,1503.5933998999158,1504.6393011114806
185,2024-07-05 13:00:00+05:30,1505.0,1506.0,1504.9,1505.25,2922,1503.9247199199326,1504.694819192255
186,2024-07-05 13:05:00+05:30,1505.95,1506.8,1503.0,1505.6,3940,1504.259775935946,1504.7771083565954
187,2024-07-05 13:10:00+05:30,1505.6,1505.8,1503.5,1505.7,2844,1504.547820748757,1504.861007596905
188,2024-07-05 13:15:00+05:30,1505.35,1507.45,1504.8,1506.0,2440,1504.8382565990057,1504.9645523608228
189,2024-07-05 13:20:00+05:30,1505.95,1506.0,1504.1,1505.8,1875,1505.0306052792048,1505.0405021462025
190,2024-07-05 13:25:00+05:30,1505.0,1507.95,1505.0,1507.9,3327,1505.6044842233641,1505.3004564965477
191,2024-07-05 13:30:00+05:30,1507.35,1511.0,1507.35,1509.85,6071,1506.4535873786913,1505.714051360498
192,2024-07-05 13:35:00+05:30,1510.95,1510.95,1507.55,1508.65,2565,1506.8928699029532,1505.980955782271
193,2024-07-05 13:40:00+05:30,1508.0,1508.75,1507.0,1507.0,732,1506.9142959223627,1506.0735961657008
194,2024-07-05 13:45:00+05:30,1507.75,1508.5,1506.1,1506.1,1422,1506.7514367378903,1506.0759965142736
195,2024-07-05 13:50:00+05:30,1506.9,1507.0,1506.25,1507.0,996,1506.8011493903125,1506.1599968311577
196,2024-07-05 13:55:00+05:30,1507.0,1508.0,1504.05,1504.8,1878,1506.40091951225,1506.0363607555978
197,2024-07-05 14:00:00+05:30,1504.05,1506.95,1503.5,1506.2,2164,1506.3607356098,1506.0512370505435
198,2024-07-05 14:05:00+05:30,1504.95,1506.0,1504.25,1504.25,984,1505.9385884878402,1505.8874882277667
199,2024-07-05 14:10:00+05:30,1504.9,1508.1,1504.0,1508.0,1592,1506.3508707902724,1506.079534752515
200,2024-07-05 14:15:00+05:30,1507.6,1508.5,1505.9,1507.5,1304,1506.580696632218,1506.2086679568317
201,2024-07-05 14:20:00+05:30,1507.1,1507.9,1505.05,1505.05,1243,1506.2745573057744,1506.1033345062106
202,2024-07-05 14:25:00+05:30,1505.95,1506.2,1504.2,1504.35,1330,1505.8896458446197,1505.9439404601915
203,2024-07-05 14:30:00+05:30,1505.0,1507.9,1504.5,1506.2,4491,1505.951716675696,1505.9672186001742
204,2024-07-05 14:35:00+05:30,1505.9,1508.5,1504.55,1508.0,1723,1506.3613733405568,1506.1520169092491
205,2024-07-05 14:40:00+05:30,1508.5,1509.0,1506.5,1506.95,2874,1506.4790986724456,1506.22456082659
206,2024-07-05 14:45:00+05:30,1507.05,1507.45,1504.25,1505.15,4403,1506.2132789379566,1506.1268734787182
207,2024-07-05 14:50:00+05:30,1505.1,1510.0,1504.7,1509.45,5401,1506.8606231503654,1506.4289758897437
208,2024-07-05 14:55:00+05:30,1509.35,1509.4,1505.4,1506.35,4326,1506.7584985202923,1506.4217962634034
209,2024-07-05 15:00:00+05:30,1506.35,1508.0,1506.35,1507.95,3488,1506.9967988162339,1506.5607238758212
210,2024-07-05 15:05:00+05:30,1508.0,1509.0,1507.55,1508.05,3661,1507.207439052987,1506.6961126143829
211,2024-07-05 15:10:00+05:30,1508.4,1508.8,1507.1,1507.8,5388,1507.3259512423895,1506.7964660130751
212,2024-07-05 15:15:00+05:30,1507.8,1508.5,1507.05,1508.0,5459,1507.4607609939117,1506.9058781937044
213,2024-07-05 15:20:00+05:30,1508.2,1508.4,1506.1,1506.8,8761,1507.3286087951292,1506.8962529033677
214,2024-07-05 15:25:00+05:30,1507.0,1508.95,1504.2,1506.6,7544,1507.1828870361032,1506.8693208212433
215,2024-07-08 09:15:00+05:30,1508.05,1509.9,1504.4,1505.85,4514,1506.9163096288828,1506.7766552920393
216,2024-07-08 09:20:00+05:30,1506.8,1511.5,1502.6,1508.35,8015,1507.2030477031064,1506.9196866291268
217,2024-07-08 09:25:00+05:30,1509.2,1509.4,1506.6,1508.0,3028,1507.3624381624854,1507.0178969355698
218,2024-07-08 09:30:00+05:30,1508.0,1509.0,1506.5,1507.55,2193,1507.3999505299885,1507.066269941427
219,2024-07-08 09:35:00+05:30,1507.55,1508.4,1505.6,1506.25,2038,1507.169960423991,1506.9920635831154
220,2024-07-08 09:40:00+05:30,1506.25,1507.25,1502.6,1503.0,3626,1506.3359683391927,1506.6291487119229
221,2024-07-08 09:45:00+05:30,1503.0,1507.3,1502.25,1507.3,2327,1506.5287746713543,1506.6901351926572
222,2024-07-08 09:50:00+05:30,1507.2,1509.95,1506.55,1506.7,3375,1506.5630197370833,1506.6910319933247
223,2024-07-08 09:55:00+05:30,1507.2,1509.8,1506.55,1507.15,3251,1506.6804157896668,1506.732756357568
224,2024-07-08 10:00:00+05:30,1508.1,1508.9,1507.05,1508.35,1267,1507.0143326317336,1506.87977850688
225,2024-07-08 10:05:00+05:30,1508.35,1513.15,1508.05,1510.0,6952,1507.6114661053869,1507.1634350062545
226,2024-07-08 10:10:00+05:30,1509.95,1510.35,1506.9,1508.9,2341,1507.8691728843096,1507.3213045511404
227,2024-07-08 10:15:00+05:30,1508.05,1510.45,1507.3,1510.0,4307,1508.2953383074478,1507.5648223192186
228,2024-07-08 10:20:00+05:30,1509.8,1510.0,1508.4,1509.4,649,1508.5162706459585,1507.731656653835
229,2024-07-08 10:25:00+05:30,1508.75,1509.3,1508.1,1508.1,1219,1508.4330165167667,1507.7651424125772
230,2024-07-08 10:30:00+05:30,1508.8,1509.4,1505.25,1505.25,2557,1507.7964132134134,1507.5364931023428
231,2024-07-08 10:35:00+05:30,1505.35,1506.6,1505.1,1506.0,1219,1507.437130570731,1507.3968119112208
232,2024-07-08 10:40:00+05:30,1506.0,1508.1,1505.85,1507.8,1564,1507.5097044565848,1507.433465373837
233,2024-07-08 10:45:00+05:30,1507.7,1507.7,1505.6,1505.6,566,1507.1277635652677,1507.266786703488
234,2024-07-08 10:50:00+05:30,1505.75,1506.95,1503.6,1506.65,2506,1507.0322108522141,1507.210715184989
235,2024-07-08 10:55:00+05:30,1506.65,1507.45,1505.0,1507.25,3083,1507.0757686817715,1507.2142865318083
236,2024-07-08 11:00:00+05:30,1506.2,1507.1,1504.8,1504.95,640,1506.6506149454171,1507.0084423016438
237,2024-07-08 11:05:00+05:30,1504.75,1506.5,1503.75,1504.25,3112,1506.170491956334,1506.7576748196761
